Slno,Client_ID,Emp_NO,Transaction_Month,Transaction_Year,Processing_Month,Processing_Year,Pay_Type,Invoice_No,Release_Date,NetPay_Amount,UTR_Number,Debit_Date
557,070DL,1929430,4,2022,4,2022,SAL,TL29T2223/2370,26-Apr-22,11731,'204260374644,27-Apr-22
558,070DL,1935505,4,2022,4,2022,SAL,TL29T2223/2370,26-Apr-22,14769,'204260374662,27-Apr-22
559,070DL,1937243,4,2022,4,2022,SAL,TL29T2223/2370,26-Apr-22,15880,'204260374672,27-Apr-22
560,070DL,1937247,4,2022,4,2022,SAL,TL29T2223/2370,26-Apr-22,16044,'204260374678,27-Apr-22
563,070DL,453153,4,2022,4,2022,SAL,TL29T2223/2370,26-Apr-22,12772,'204260374718,27-Apr-22
577,07PMB,1468350,4,2022,4,2022,RMB,TL36T2223/80,25-Apr-22,35128,,
632,07PMB,2215596,4,2022,4,2022,RMB,TL07T2223/151,25-Apr-22,3000,,
650,07PMB,2278566,4,2022,4,2022,RMB,TL29T2223/1491,25-Apr-22,11200,,
732,07PMB,1527857,4,2022,4,2022,RMB,TL27T2223/496,25-Apr-22,14623,,
733,07PMB,1534307,4,2022,4,2022,RMB,TL36T2223/80,25-Apr-22,3505,,
802,070DL,1195453,4,2022,4,2022,SAL,TL29T2223/2370,26-Apr-22,10524,'204260374532,27-Apr-22
807,070DL,1490599,4,2022,4,2022,SAL,TL29T2223/2370,26-Apr-22,14295,'204260374552,27-Apr-22
808,070DL,1648314,4,2022,4,2022,SAL,TL29T2223/2370,26-Apr-22,31597,'204260374561,27-Apr-22
812,070DL,1881762,4,2022,4,2022,SAL,TL29T2223/2370,26-Apr-22,22228,'204260374626,27-Apr-22
814,070DL,2028993,4,2022,4,2022,SAL,TL29T2223/2370,26-Apr-22,21788,'204260374697,27-Apr-22
818,070DL,661143,4,2022,4,2022,SAL,TL29T2223/2370,26-Apr-22,43287,'204260374726,27-Apr-22
846,07PMB,1695329,4,2022,4,2022,RMB,TL07T2223/155,25-Apr-22,11600,,
856,07PMB,1756007,4,2022,4,2022,RMB,TL29T2223/1491,25-Apr-22,15147,,
865,07PMB,1831881,4,2022,4,2022,RMB,TL24T2223/124,25-Apr-22,5300,,
868,07PMB,1884432,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,19150,,
869,07PMB,1884436,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,18491,,
880,07PMB,1877326,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,18918,,
884,07PMB,1901834,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,33566,,
1027,07PMB,183368,4,2022,4,2022,RMB,TL07T2223/151,25-Apr-22,4800,,
1053,07PMB,2078675,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,5101,,
1054,07PMB,2108943,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,1250,,
1161,07PMB,1783515,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,20397,,
1168,07PMB,2002980,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,3115,,
1196,07PMB,2193484,4,2022,4,2022,RMB,TL36T2223/80,25-Apr-22,31824,,
1225,07PMB,2145195,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,20516,,
1229,07PMB,2174603,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,10946,,
1240,07PMB,2145197,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,12971,,
1268,07PMB,2273289,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,7269,,
1316,07PMB,2174575,4,2022,4,2022,OPP,TL33T2223/195,26-Apr-22,797,'204269965124,26-Apr-22
1382,07PMB,2042597,4,2022,4,2022,RMB,TL24T2223/124,25-Apr-22,12000,,
1432,07PMB,2248087,4,2022,4,2022,RMB,TL33T2223/154,25-Apr-22,8400,,
1446,07PMB,2273361,4,2022,4,2022,RMB,TL36T2223/80,25-Apr-22,35097,,
1456,07PMB,2306917,4,2022,4,2022,RMB,TL36T2223/80,25-Apr-22,3801,,
1507,07PMB,2273360,4,2022,4,2022,RMB,TL33T2223/155,25-Apr-22,9600,,
1623,2F3MB,1398248,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,33796,'204271696784,28-Apr-22
1626,2F3MB,168919,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,33109,'204271696834,28-Apr-22
1628,2F3MB,2060801,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,20972,'204271696905,28-Apr-22
1631,2F3MB,2284798,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,53020,'204271696968,28-Apr-22
1632,2F3MB,2298569,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,46205,'204271696977,28-Apr-22
1636,2F3MB,994723,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,46219,'204271697130,28-Apr-22
1675,32FMB,1435841,4,2022,4,2022,SAL,TL27T2223/492,22-Apr-22,83656,,
1683,3DPDL,1077246,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,4366,'204282099085,28-Apr-22
1692,3DPDL,1309780,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,12143,'204282099105,28-Apr-22
1760,3DPDL,1629987,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,43451,,
1767,3DPDL,177315,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,14700,'204282099161,28-Apr-22
1786,3DPDL,2031704,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,3457,'204282099277,28-Apr-22
1891,07PMB,2339027,4,2022,4,2022,RMB,TL29T2223/1491,25-Apr-22,11200,,
1919,3DPDL,408099,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,2971,,
1944,07PMB,2050323,4,2022,4,2022,RMB,TL24T2223/124,25-Apr-22,14600,,
1975,07PMB,2248035,4,2022,4,2022,RMB,TL27T2223/496,25-Apr-22,3500,,
2021,3M6KT,1199852,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,19700,,
2028,3M6KT,1445872,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,11860,,
2037,3M6KT,1833443,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,8665,,
2113,07PMB,984205,4,2022,4,2022,RMB,TL36T2223/80,25-Apr-22,32964,,
2187,07PMB,703815,4,2022,4,2022,OPP,TL24T2223/162,26-Apr-22,13696,'204269965110,26-Apr-22
2203,1R0HY,2298841,4,2022,4,2022,SAL,TL36T2223/108,28-Apr-22,29289,'204282427031,28-Apr-22
2241,2F3MB,1365159,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,22500,'204271696782,28-Apr-22
2242,2F3MB,1383947,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,20281,'204271696783,28-Apr-22
2246,2F3MB,1593168,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,19065,'204271696821,28-Apr-22
2247,2F3MB,2025393,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,23000,'204271696901,28-Apr-22
2248,2F3MB,2232889,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,10478,'204271696946,28-Apr-22
2249,2F3MB,2237902,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,17991,'204271696955,28-Apr-22
2250,2F3MB,2277144,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,30000,'204271696967,28-Apr-22
2252,2F3MB,2298680,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,16345,'204271696978,28-Apr-22
2269,3DPDL,1309836,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,18756,'204282099106,28-Apr-22
2296,07PMB,365217,4,2022,4,2022,RMB,TL07T2223/154,25-Apr-22,3650,,
2452,2F3MB,2054740,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,35864,'204271696904,28-Apr-22
2453,2F3MB,2151233,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,24720,'204271696927,28-Apr-22
2454,2F3MB,2178415,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,124354,'204271696930,28-Apr-22
2472,07PMB,2306497,4,2022,4,2022,RMB,TL27T2223/497,25-Apr-22,2205,,
2529,3DPDL,1777967,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,400,,
2545,48ZDL,1482157,4,2022,4,2022,RMB,TL29T2223/1303,25-Apr-22,8400,,
2549,48ZDL,1487811,4,2022,4,2022,RMB,TL29T2223/754,19-Apr-22,4350,,
2553,48ZDL,1530461,4,2022,4,2022,RMB,TL29T2223/1302,25-Apr-22,13160,,
2557,48ZDL,1562649,4,2022,4,2022,RMB,TL29T2223/1302,25-Apr-22,13300,,
2565,48ZDL,1715284,4,2022,4,2022,RMB,TL29T2223/1302,25-Apr-22,13605,,
2603,1R0HY,2031100,4,2022,4,2022,SAL,TL36T2223/108,28-Apr-22,22520,'204282426929,28-Apr-22
2618,1R0HY,2031099,4,2022,4,2022,SAL,TL36T2223/108,28-Apr-22,22520,'204282426928,28-Apr-22
2708,2F3MB,1193907,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,18169,'204271696749,28-Apr-22
2709,2F3MB,1313365,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,34851,'204271696772,28-Apr-22
2710,2F3MB,1494955,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,41152,'204271696803,28-Apr-22
2711,2F3MB,1544807,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,42591,'204271696815,28-Apr-22
2713,2F3MB,1574623,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,28649,'204271696820,28-Apr-22
2716,2F3MB,2358950,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,52231,'204271696998,28-Apr-22
2717,2F3MB,2359424,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,42547,'204271696999,28-Apr-22
2720,2F3MB,793994,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,39337,'204271697103,28-Apr-22
2721,3DPDL,2031704,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,799,,
2735,3DPDL,281116,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,2490,,
2756,3DPDL,733975,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,13531,,
2817,3DPDL,1233198,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,1200,'204282099098,28-Apr-22
2821,3DPDL,1309774,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,1549,,
2859,1R0HY,2057553,4,2022,4,2022,SAL,TL36T2223/108,28-Apr-22,34319,'204282426945,28-Apr-22
2861,1R0HY,2326901,4,2022,4,2022,SAL,TL36T2223/108,28-Apr-22,34881,'204282427045,28-Apr-22
2907,1R0HY,1190965,4,2022,4,2022,SAL,TL36T2223/108,28-Apr-22,30221,'204282426547,28-Apr-22
2950,2F3MB,1099238,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,29744,'204271696733,28-Apr-22
2951,2F3MB,1598205,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,26896,'204271696822,28-Apr-22
2952,2F3MB,1700007,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,18255,'204271696836,28-Apr-22
2954,2F3MB,1951693,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,118647,'204271696876,28-Apr-22
2955,2F3MB,2045616,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,35864,'204271696903,28-Apr-22
2957,2F3MB,2296129,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,20500,'204271696972,28-Apr-22
2959,2F3MB,560483,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,34839,'204271697022,28-Apr-22
2960,2F3MB,637425,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,25281,'204271697062,28-Apr-22
2962,2F3MB,975758,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,59316,'204271697128,28-Apr-22
2988,3DPDL,1309859,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,25788,,
3023,2F3MB,1401635,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,23469,'204271696788,28-Apr-22
3049,3DPDL,1759772,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,759,,
3068,3DPDL,1576382,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,6820,'204282099136,28-Apr-22
3107,32FMB,789457,4,2022,4,2022,SAL,TL27T2223/492,22-Apr-22,34259,,
3112,3DPDL,1157264,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,3307,'204282099096,28-Apr-22
3122,3DPDL,1309771,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,700,,
3138,3DPDL,1511843,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,35299,'204282099130,28-Apr-22
3144,2F3MB,1549551,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,32630,'204271696816,28-Apr-22
3152,3DPDL,1028306,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,2971,,
3167,3DPDL,1309780,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,6524,,
3172,3DPDL,1309878,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,3010,,
3266,3DPDL,690564,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,820,,
3287,3DPDL,890771,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,64613,'204282099376,28-Apr-22
3299,3M6KT,1166481,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,6925,,
3331,2F3MB,2133624,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,27389,'204271696921,28-Apr-22
3332,2F3MB,2154984,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,35000,'204271696928,28-Apr-22
3335,2F3MB,730140,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,26513,'204271697092,28-Apr-22
3347,3DPDL,293195,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,14371,'204282099351,28-Apr-22
3357,3DPDL,450210,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,400,,
3359,3DPDL,468937,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,17541,'204282099352,28-Apr-22
3385,3DPDL,962329,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,719,'204282099377,28-Apr-22
3445,3DPDL,690564,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,400,'204282099355,28-Apr-22
3480,3M6KT,2178459,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,13070,,
3534,32FMB,1237730,4,2022,4,2022,SAL,TL27T2223/492,22-Apr-22,28427,,
3537,3DPDL,1028306,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,1121,'204282099072,28-Apr-22
3552,3DPDL,1309774,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,3838,'204282099104,28-Apr-22
3557,3DPDL,1309866,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,10420,,
3558,3DPDL,1309894,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,7028,'204282099107,28-Apr-22
3563,3DPDL,1348640,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,400,,
3624,3M6KT,1234169,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,20434,,
3630,3M6KT,1445817,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,52832,,
3656,1R0HY,1782468,4,2022,4,2022,SAL,TL36T2223/108,28-Apr-22,37088,'204282426824,28-Apr-22
3662,1R0HY,2260976,4,2022,4,2022,SAL,TL36T2223/108,28-Apr-22,23989,'204282427020,28-Apr-22
3689,3M6KT,1840065,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,10070,,
3691,3M6KT,2039425,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,15895,,
3698,3M6KT,2302326,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,25664,,
3704,3M6KT,867570,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,4045,,
3781,3M6KT,1630326,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,17976,,
3782,3M6KT,1638706,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,20294,,
3785,3M6KT,1785234,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,14070,,
3796,3M6KT,2189762,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,12065,,
3855,48ZDL,1116392,4,2022,4,2022,RMB,TL29T2223/754,19-Apr-22,14350,,
3862,48ZDL,1454179,4,2022,4,2022,RMB,TL29T2223/754,19-Apr-22,2300,,
3868,48ZDL,1491945,4,2022,4,2022,RMB,TL29T2223/754,19-Apr-22,14750,,
3888,2F3MB,1897744,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,59031,'204271696870,28-Apr-22
3889,2F3MB,1902858,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,31506,'204271696871,28-Apr-22
3891,2F3MB,2107594,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,50000,'204271696920,28-Apr-22
3892,2F3MB,2217139,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,44698,'204271696936,28-Apr-22
3895,2F3MB,2324070,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,37166,'204271696987,28-Apr-22
3897,2F3MB,735450,4,2022,4,2022,SAL,TL27T2223/731,27-Apr-22,37878,'204271697095,28-Apr-22
3922,48ZDL,1651570,4,2022,4,2022,RMB,TL29T2223/1302,25-Apr-22,18149,,
3933,48ZDL,1774905,4,2022,4,2022,RMB,TL29T2223/754,19-Apr-22,8100,,
3945,48ZDL,1895342,4,2022,4,2022,RMB,TL29T2223/753,19-Apr-22,8000,,
3950,3M6KT,2338057,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,9584,,
3991,3DPDL,1576382,3,2022,4,2022,RMB,TL33T2122/5817,19-Apr-22,10322,,
4073,3M6KT,1152015,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,16609,,
4074,3M6KT,1164307,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,14620,,
4089,3M6KT,1594900,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,9360,,
4182,3DPDL,281116,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,6555,'204282099350,28-Apr-22
4196,3DPDL,802490,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,719,'204282099362,28-Apr-22
4208,3M6KT,1048847,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,16197,,
4212,3M6KT,1203997,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,5276,,
4250,4MIDL,1936831,3,2022,4,2022,RMB,TL07T2122/6433,21-Apr-22,39444,,
4267,3M6KT,797010,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,10805,,
4268,3M6KT,881270,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,16005,,
4269,3M6KT,954341,4,2022,4,2022,RMB,TL27T2223/395,20-Apr-22,8460,,
4293,3DPDL,1309768,4,2022,4,2022,RMB,TL33T2223/194,28-Apr-22,36920,'204282099102,28-Apr-22
4392,48ZDL,1003229,4,2022,4,2022,RMB,TL29T2223/754,19-Apr-22,5500,,
4403,48ZDL,1487805,4,2022,4,2022,RMB,TL29T2223/754,19-Apr-22,6600,,
4414,48ZDL,1541836,4,2022,4,2022,RMB,TL29T2223/1302,25-Apr-22,8925,,
4415,48ZDL,1561035,4,2022,4,2022,RMB,TL29T2223/1302,25-Apr-22,18024,,
4416,48ZDL,1562648,4,2022,4,2022,RMB,TL29T2223/1302,25-Apr-22,300,,
4436,48ZDL,1825445,4,2022,4,2022,RMB,TL29T2223/756,19-Apr-22,9244,,
4437,48ZDL,1828091,4,2022,4,2022,RMB,TL29T2223/756,19-Apr-22,7099,,
4444,48ZDL,1894377,4,2022,4,2022,RMB,TL29T2223/1305,25-Apr-22,5935,,
4470,48ZDL,1462692,4,2022,4,2022,RMB,TL29T2223/1302,25-Apr-22,5250,,
4484,48ZDL,1530470,4,2022,4,2022,RMB,TL29T2223/1302,25-Apr-22,14475,,
4487,48ZDL,2196910,4,2022,4,2022,RMB,TL29T2223/1302,25-Apr-22,4850,,
